,contrast-1,contrast-2,contrast-3,contrast-4,contrast-5,contrast-6,contrast-7,ASM-1,ASM-2,ASM-3,ASM-4,ASM-5,ASM-6,ASM-7,correlation-1,correlation-2,correlation-3,correlation-4,correlation-5,correlation-6,correlation-7,mean-1,mean-2,mean-3,mean-4,mean-5,mean-6,mean-7,dissimilarity-1,dissimilarity-2,dissimilarity-3,dissimilarity-4,dissimilarity-5,dissimilarity-6,dissimilarity-7,homogeneity-1,homogeneity-2,homogeneity-3,homogeneity-4,homogeneity-5,homogeneity-6,homogeneity-7,energy-1,energy-2,energy-3,energy-4,energy-5,energy-6,energy-7,skewness-1,skewness-2,skewness-3,skewness-4,skewness-5,skewness-6,skewness-7,kurtosis-1,kurtosis-2,kurtosis-3,kurtosis-4,kurtosis-5,kurtosis-6,kurtosis-7,variance-1,variance-2,variance-3,variance-4,variance-5,variance-6,variance-7,label
0,804.9666666666667,2038.0583333333334,10614.574999999997,30.674999999999997,8.666666666666666,16.75277777777778,12.988235294117647,0.011041666666666667,0.004548611111111113,0.024236111111111087,0.0066319444444444455,0.008715277777777778,0.005231481481481483,0.007910899653979238,0.12083031276892121,0.4787145699283389,0.31100357344209006,0.850533320136737,0.937010353923074,0.785619823343412,0.8144490120359003,184.90972222222223,144.14583333333334,141.36111111111111,185.22222222222223,190.30555555555554,208.4675,200.2921052631579,10.783333333333333,30.458333333333336,54.591666666666654,4.558333333333334,2.5,3.286111111111112,2.829411764705882,0.28029077985692197,0.056004451169478504,0.2041730914371517,0.17515658743062784,0.2838526762056174,0.23492676698250514,0.28108684738568646,0.10507933510765409,0.06744339190099437,0.15567951410224495,0.0814367511903836,0.093355652093367,0.07232898092384188,0.08894323838257318,-3.7462417759940836,-0.9421280594870877,-0.8018248017974227,0.24945733491409872,0.3822934439472409,-0.5742806083733678,0.7141597593561049,27.856312358351172,2.0876710630741098,-1.103986282486188,-0.20647643747899336,0.0010000668921223976,-0.1992624865618442,-0.15565477943631167,746.5022824397823,2905.3562062937062,8361.141414141415,115.33488733488734,72.003885003885,40.93127192982456,37.23634911817804,1
1,7977.716666666668,10509.375000000005,9445.141666666668,76.58333333333334,27.51666666666667,205.9416666666667,8.804953560371517,0.004930555555555557,0.2816319444444448,0.00746527777777778,0.005486111111111111,0.007083333333333336,0.001720679012345679,0.0034841702690527085,-0.122059282104332,0.42709586044552583,-0.17609722019200696,0.7875634872721092,0.9014480844008714,0.9036880526447896,0.9884227555190886,142.93055555555554,63.479166666666664,155.6875,151.40277777777777,189.02083333333334,159.765,128.0332409972299,51.966666666666676,56.70833333333336,54.775000000000006,8.233333333333333,4.366666666666667,12.458333333333332,2.340557275541796,0.09772506915571665,0.5260301696448395,0.12983480164606154,0.022078493383105444,0.17175100291849565,0.055241557086812866,0.33504364888919647,0.07021791477646966,0.5306900643920562,0.08640183897219884,0.07406828681096324,0.08416254115301733,0.041481068119633556,0.05902686057256229,-0.5039319795329001,1.13342501415513,-1.3499364451970561,0.14122258152480846,-0.3871292838733931,-0.28115985996702364,0.21556936802093218,0.183646370637212,-0.14727143386680464,0.5152524868079933,-0.9647961868729431,-0.7945402285781156,-1.1820068961376962,-1.0952979357352708,4546.232905982906,8170.768793706294,5622.454108391608,227.29118104118103,145.81075174825176,1018.8368671679199,373.9933364112034,1
2,348.81666666666666,19.516666666666666,24.6,15.866666666666665,12.508333333333336,218.88611111111112,28.944117647058825,0.004895833333333334,0.0125,0.008055555555555555,0.007013888888888889,0.00871527777777778,0.0015625,0.0026730103806228375,0.7347871247126091,0.8331272956575333,0.7564754942466786,0.942418890474923,0.8483710111840267,0.928697552999943,0.9737190838818901,134.13888888888889,196.15972222222223,164.86805555555554,182.85416666666666,195.15277777777777,121.695,128.69736842105263,9.05,3.233333333333333,4.033333333333333,3.0666666666666664,2.841666666666667,13.68611111111111,4.344117647058823,0.15417968286361475,0.3178836301253435,0.2066605279469922,0.2833334142721759,0.25408970322860835,0.023337468025751578,0.19003608212301215,0.06997023176561111,0.11180339887498948,0.08975274678557507,0.08374896350934075,0.093355652093367,0.03952847075210474,0.051701164209549844,-0.6929035518971286,-1.476533460567287,0.14197857249599427,0.12000106336349568,0.1484892073851175,0.19127561862119083,0.16718827200950837,6.6844389250236524,1.8374861555020123,-1.0640947717861522,-1.0426668836614037,-0.7868577834919894,-1.1860433944958042,-1.3366697093754465,825.7847707847708,65.50577894327894,54.94051087801087,138.53103146853147,43.7527195027195,1774.4681453634087,559.0506526871268,1
3,4878.083333333333,2772.666666666666,5714.2333333333345,11.3,16.091666666666665,15.049707602339181,12.732352941176469,0.006909722222222225,0.004756944444444445,0.009652777777777783,0.008159722222222223,0.00875,0.005121233883930098,0.007910899653979238,0.4113585663684496,0.34449991587565043,0.37502514027819506,0.9148654757320562,0.8852970942376046,0.9621499828276907,0.9338031701448009,166.72222222222223,186.93055555555554,181.72222222222223,185.34722222222223,205.61111111111111,202.67368421052632,206.50263157894736,40.03333333333333,31.383333333333336,37.283333333333346,2.7333333333333334,2.975,2.903508771929824,2.5323529411764705,0.10805421483527988,0.08709333988188221,0.21825011763141658,0.29356047450165096,0.27161311874038735,0.3114598703435235,0.34019985304948785,0.08312473893025003,0.06897060565519521,0.09824855102126333,0.09033118078616166,0.09354143466934854,0.0715627967866691,0.08894323838257318,-1.5594731247970999,-2.248420534383542,-1.8459982529696415,-0.4289364367259072,-0.35716068391726274,-1.042212396930299,-1.2525388825115993,1.297402618179973,5.609066579964358,1.8421807115072264,-1.0324323102092992,-0.9521098270603963,0.07381813430989315,0.9525653894516752,5030.411810411811,2707.491647241647,5686.439782439781,72.56390831390833,68.98057498057499,203.0858491876128,98.28231495625609,1
4,1757.35,9068.608333333334,10523.508333333333,622.875,64.23333333333335,103.95665634674924,29.275000000000006,0.005590277777777777,0.06246527777777782,0.019340277777777776,0.00451388888888889,0.006979166666666668,0.0023147926271698182,0.0028935185185185197,0.23393408304090807,0.5732900360763441,0.38520105871326565,0.7847871297357691,0.5218436438640841,0.8369619174324555,0.9339845668019072,214.30555555555554,136.75,161.78472222222223,158.8125,117.34027777777777,122.31301939058172,214.74,17.366666666666667,52.825,55.69166666666666,24.125000000000004,6.916666666666668,8.352941176470589,4.258333333333335,0.0761906346062089,0.25017662205377356,0.14782801212310115,0.0022921862537077725,0.0847524675903118,0.1111848868301732,0.19016157903846134,0.07476816018719316,0.2499305459078138,0.1390693272356553,0.06718548123582126,0.08354140689901426,0.04811229185114567,0.05379143536399191,-4.388343934097122,-0.4781248358405026,-1.0048439991428209,0.25761621746933744,0.9298496040122703,1.00895750567811,-0.5689892186535757,19.40136836278484,-1.6817659350219543,-0.9016694884954144,-1.211112771998142,0.4800689225542656,0.4125771796551363,-0.4004622065292578,1822.3675213675215,11222.314685314685,9648.01626845377,1839.006555944056,82.7435411810412,357.71563558017857,213.06506265664157,1
5,75.2,10099.991666666669,98.42500000000001,27.725,17.65833333333333,9.847222222222221,34.50588235294117,0.00638888888888889,0.07503472222222234,0.006354166666666669,0.006215277777777778,0.009131944444444444,0.005698302469135804,0.00435121107266436,0.5918515034193291,0.46851543248517064,0.46583138592996437,0.7551329077415206,0.9418734829311647,0.9057266899139045,0.7602833945373257,168.6875,121.14583333333333,195.79166666666666,181.29861111111111,173.91666666666666,198.2175,207.19210526315788,6.183333333333334,51.82500000000002,6.825000000000001,4.591666666666667,3.225,2.5305555555555554,4.482352941176471,0.15811558511157248,0.3388008269232364,0.13888736035311205,0.13762239955490843,0.2831528231064906,0.30620699658934947,0.20881739000602073,0.07993052538854534,0.2739246652315602,0.07971302695712082,0.07883703303510209,0.09556120784316428,0.07548710134278441,0.0659637102706053,-0.25847833052505864,-0.37129097023833735,1.5457125512483558,0.18055353405687352,-1.3666656499712946,0.0005820413082788826,-1.00148488908369,0.24546416826977735,-1.7275029466052845,4.827575748275821,-0.908783976383897,1.953570866218441,-0.8924804949090062,0.13383728443153942,95.85270979020979,9645.985576923076,130.4597902097902,57.287830225330225,157.02797202797203,56.38114661654135,79.0685390917928,1
6,1378.7416666666668,1687.1416666666664,1953.291666666667,181.00833333333338,18.308333333333334,94.06666666666669,49.751461988304094,0.004583333333333333,0.0052430555555555555,0.005034722222222224,0.004479166666666668,0.006666666666666666,0.0023804012345679023,0.0025819910399781125,0.373889926288764,-0.005868585250283967,0.3131559724123974,0.8612936353956768,0.9064396219896697,0.8905772699209075,0.9290918454245292,92.35416666666667,185.19444444444446,101.11111111111111,133.45138888888889,82.51388888888889,90.8025,177.70526315789473,25.391666666666666,17.025,24.175000000000004,12.458333333333336,3.5083333333333333,7.805555555555557,5.885964912280701,0.021447552505452584,0.0522898193549342,0.08218381727568395,0.023527138001257986,0.2363955587305659,0.13631227218236647,0.1377162026513723,0.06770032003863301,0.07240894665409486,0.07095577652469336,0.06692657668420422,0.0816496580927726,0.048789355750695276,0.050813295897610425,1.527673069470093,-3.333700004579474,2.1488181029839795,-0.11530512296983803,-0.10812791438695224,0.23744331087361895,-0.2285227905461905,4.5723459861607525,16.366648688357994,3.7861171354790173,-0.7423600527248069,-0.4942556032223169,-0.721622462131537,-0.8943501191501046,1528.5939685314688,1329.1647241647242,2183.3861693861695,754.3472707847709,104.19560994560995,487.05112155388474,344.34561866407444,1
7,602.9499999999999,8912.441666666666,443.09166666666664,14.458333333333332,16.008333333333333,57.91470588235293,264.50882352941176,0.004791666666666667,0.0211111111111111,0.004756944444444445,0.011006944444444446,0.008854166666666666,0.0025778546712802767,0.0017474048442906575,0.22811696555255664,0.2640047137956444,0.5800609579378119,0.7804370694359859,0.8236880719840942,0.8475837036765701,0.7804696353017478,199.88888888888889,129.53472222222223,163.32638888888889,179.13888888888889,203.45138888888889,137.0842105263158,100.7578947368421,12.7,50.858333333333334,14.808333333333334,3.041666666666667,3.2750000000000004,5.8088235294117645,13.926470588235293,0.12848401275819282,0.20624953775948654,0.06934348463224108,0.30463766254942726,0.232628453803956,0.16946206443430684,0.04542099452700921,0.06922186552431729,0.14529663145135574,0.06897060565519521,0.10491398593345144,0.09409658158863513,0.05077257794597667,0.04180197177515264,-4.321273609254874,-0.7720263691263333,-1.3259099160295469,0.42156917183809406,0.6239498675702869,0.340649284551099,0.020595517953744275,31.05631281606452,-0.926776977511893,1.478213535625022,-0.8390532036904141,-0.6362347383861615,0.1950090860770053,-0.9554341415884,588.8547008547008,6722.306478243977,727.0046134421134,34.344211344211345,46.44517288267289,197.68682127482293,642.9649770865159,1
8,144.02500000000003,442.88333333333344,30.075,33.99166666666667,69.81666666666666,45.5,33.997058823529414,0.005034722222222224,0.005104166666666668,0.006423611111111112,0.008715277777777778,0.006909722222222223,0.0037268518518518536,0.0025735294117647067,0.7670497147848389,0.7694596751804555,0.8934249561751108,0.42107320500227374,0.4171177313648824,0.7947087010186791,0.9763575770557289,130.24305555555554,92.98611111111111,138.375,63.11805555555556,65.79166666666667,66.825,166.9078947368421,9.975000000000001,16.383333333333336,4.441666666666666,4.558333333333334,6.166666666666666,5.205555555555557,4.573529411764707,0.06743554675485924,0.06584121105087165,0.19988842776175136,0.1893985623427974,0.1922815623067178,0.19426314222828908,0.18706073968015774,0.07095577652469336,0.07144345083117604,0.08014743359029727,0.093355652093367,0.08312473893025002,0.061047947155099765,0.05072996561958924,-0.2807830842813424,1.4973426881333456,0.002381706217881322,0.2004342040050084,1.0679000413562099,1.1487818940742296,-0.5112270364253834,-0.04699513604020833,1.7976025459138993,-0.8187230861274677,-0.2555848381344985,0.7568020927232237,1.2699913303233359,-0.4065872680705356,337.79365773115774,1197.2165889665891,143.17307692307693,31.237713675213676,60.38986013986014,118.09962406015038,744.5587765588111,1
9,167.74166666666667,3191.791666666666,84.08333333333334,42.50833333333333,71.15833333333333,31.602777777777778,54.62941176470588,0.0077083333333333335,0.004791666666666667,0.005625000000000001,0.0059722222222222225,0.004861111111111111,0.0035069444444444445,0.00254757785467128,0.6021102907353361,0.5050673662704096,0.6842171150776678,0.7530738198828983,0.9301413266432592,0.8504147958792082,0.9059378984225941,57.40972222222222,84.57638888888889,71.89583333333333,37.90972222222222,68.95138888888889,154.3275,114.97631578947369,8.975,33.40833333333333,6.633333333333333,5.041666666666666,6.9750000000000005,4.363888888888888,5.917647058823529,0.1929641446143661,0.07305283558587759,0.12920736385442808,0.17766495505641766,0.11723745076372151,0.20197996046234126,0.15390451051522322,0.08779711460710615,0.06922186552431729,0.07500000000000001,0.07728015412913086,0.06972166887783963,0.059219460014799566,0.050473536181560336,1.5078022777912912,1.6973116631206415,0.7429501070450105,0.35341712270855546,-0.07224511991740618,-0.554852150759715,-0.26133866156004304,1.4423876156283146,1.5439124289677926,-0.5015596489218352,-0.20164187647574172,-1.3039753892117785,-0.7525362933720894,-1.2794461043262153,264.8589257964258,4311.071047008547,145.08697552447552,81.03375097125098,517.8507672882673,108.38620927318294,292.87278850159703,1
10,62.11666666666667,98.36666666666666,74.58333333333334,18.075,109.78333333333333,131.61944444444447,35.32058823529412,0.009375,0.005486111111111111,0.005729166666666667,0.013020833333333336,0.0053125,0.0019560185185185193,0.004057093425605536,0.8085130432399845,0.7564390246418754,0.9345458800470976,0.8528839477158096,0.7322669715995154,0.8769544026834862,0.7915002759401977,206.92361111111111,201.39583333333334,178.92361111111111,207.73611111111111,196.375,170.795,178.8578947368421,5.799999999999999,8.016666666666666,6.866666666666667,3.1916666666666664,7.933333333333334,8.513888888888891,4.726470588235294,0.18148081626098986,0.14038840965719548,0.13787662557831784,0.2802607477665324,0.12483937346409114,0.14028327915203107,0.18197007837044743,0.09682458365518543,0.07406828681096324,0.0756912588524373,0.11410886614690961,0.07288689868556626,0.04422689813358517,0.06369531714031682,-1.8955424326960217,-1.0297262573930621,0.2274721504210939,-1.7760623735124321,-0.8299211738810801,-0.3030998122423414,-1.084308585482255,3.3065825657162025,0.22015383492633722,-1.568381306125345,3.3454896784770822,-0.20335570890984345,-0.7630921177610199,1.2166870113110244,194.37873931623935,234.52054195804195,546.7144036519036,65.02078477078477,213.88636363636363,595.4766666666667,102.47051798361339,1
11,10102.216666666665,281.29166666666674,3486.633333333333,10.908333333333331,17.933333333333334,28.41111111111111,107.44166666666666,0.028263888888888866,0.0045486111111111135,0.004548611111111112,0.00829861111111111,0.01045138888888889,0.00921682098765432,0.0019753086419753087,0.3242237462439446,0.699325241035847,0.3558123543305084,0.9423941734060803,0.7030024082750815,0.9148878883797174,0.8810321064795302,123.30555555555556,180.29861111111111,163.79861111111111,201.29166666666666,192.09027777777777,208.03,178.94,63.33333333333333,12.59166666666667,36.800000000000004,2.6083333333333334,3.5166666666666666,3.7444444444444445,8.036111111111111,0.15829703454401883,0.06492508173995369,0.04195505184801318,0.32036311198075906,0.21887982453262222,0.2822538495673026,0.12411104148303304,0.16811867501526673,0.06744339190099437,0.06744339190099437,0.09109671295448102,0.10223203455321081,0.09600427588214142,0.044444444444444446,-0.16947652778568523,-0.17501235132524767,-1.7349259041382625,-0.11900895068296216,0.7285494687211466,-1.3889182295615776,-0.2229633187452287,-1.26243760235462,0.14247091922874278,2.071346399684418,-0.9030653532112516,-0.10300410330308951,1.2769573932136815,-0.8547094078640387,7882.185703185703,542.2528651903651,3948.3437742812744,101.63461538461537,36.8659188034188,163.6833082706767,460.1217042606516,1
12,53.55833333333332,47.908333333333346,58.016666666666666,66.03333333333336,18.858333333333334,463.3305555555555,49.55882352941177,0.005520833333333333,0.005312500000000002,0.0109375,0.004930555555555557,0.005868055555555555,0.0016242283950617283,0.002616782006920415,0.9633625427318835,0.8960671522982758,0.2439169633596933,0.7931861572531653,0.9380692196655541,0.8202385816361858,0.9858870262188604,149.53472222222223,183.20833333333334,145.34722222222223,183.73611111111111,174.33333333333334,112.0225,166.58157894736843,5.658333333333333,5.441666666666668,5.533333333333333,6.816666666666668,3.4416666666666664,18.608333333333334,5.570588235294117,0.19212044846186535,0.164255653283826,0.17120127450167255,0.0957104330038721,0.2535113994816013,0.033124541742681805,0.16332000314990935,0.07430231041719587,0.07288689868556628,0.10458250331675945,0.07021791477646966,0.07660323462854264,0.04030171702374141,0.05115449156154731,-0.5096899899581963,-0.22085123289162642,-0.9032021391683942,-0.2255942560307514,-0.0471946954812338,0.6317644245341776,-0.9443413953454391,-1.1496584824560032,-0.982235783336951,3.1222174967577248,-0.5731133197128857,-1.0781757422610239,-0.32568256674856944,-0.4737354327590384,735.3554292929292,230.12412587412587,54.39607614607615,169.98581973581972,158.96503496503496,1410.9443546365915,1725.8429315372866,1
13,40.108333333333334,200.30833333333337,16.241666666666667,13.649999999999999,38.199999999999996,4.338888888888889,14.397058823529413,0.006111111111111111,0.005972222222222224,0.013298611111111112,0.011111111111111112,0.009895833333333333,0.012006172839506172,0.005847750865051902,0.7786735935593234,0.8935617937009744,0.37387477227733373,0.7439984996249064,0.48719096095760156,0.9287235156372992,0.9397598985122779,189.16666666666666,178.72916666666666,191.8125,211.77083333333334,209.75694444444446,203.1375,198.74473684210525,4.475,9.608333333333334,3.091666666666667,2.8499999999999996,4.883333333333333,1.5888888888888888,2.6088235294117643,0.20303987269715698,0.13791862851405762,0.29775285938444485,0.281425617100687,0.16201112512186758,0.4504687266451972,0.3491526223624055,0.07817359599705716,0.07728015412913088,0.11531960419248373,0.10540925533894598,0.09947780321927768,0.10957268290731122,0.07647058823529411,0.46971454407852625,-0.7464191343063897,0.7226631028350703,-1.0646070805419012,-1.331681146758392,0.467024452983474,-0.16711733038878113,-0.5668650613354727,0.4157255328695668,0.34530444489679146,0.9192122548869364,1.866798169979127,0.30185601258754646,-0.5854289722780464,97.24475524475524,1071.1499125874127,14.111451048951048,31.324737762237763,49.024426961926956,33.171522556390975,129.44654214692403,1
14,1925.8416666666667,32.50000000000001,281.4583333333333,109.13333333333335,21.824999999999996,98.46666666666667,7.367647058823529,0.004756944444444446,0.005972222222222224,0.0053125,0.004930555555555557,0.008125,0.0025694444444444445,0.008719723183391002,0.7191513849262083,0.9325403460622588,0.8897981156130335,0.7473842587755325,0.870743661954453,0.8871255169791747,0.946485657455617,120.22916666666667,102.24305555555556,161.94444444444446,107.65972222222223,138.60416666666666,146.2425,181.2157894736842,26.858333333333334,4.483333333333334,11.275,9.000000000000002,3.7749999999999995,6.216666666666666,2.1205882352941177,0.034482275536472456,0.22031563140861649,0.06436554265076641,0.07221879449621084,0.23126547963484906,0.19947684308227465,0.3634598838924099,0.06897060565519521,0.07728015412913088,0.07288689868556626,0.07021791477646966,0.09013878188659974,0.05068968775248516,0.09337945803757378,-0.06081109784663254,1.0553785577509875,-1.8796991567964143,0.23482016418751595,0.01173786516860201,-0.4043854257828537,0.31622013805336824,-0.7767153957581474,0.47788762493567694,2.5544368574634113,-0.9632094790098273,-0.5242216777806443,-0.13094581324934884,-1.2357980753492168,3614.513548951049,260.50694444444446,1261.7591297591298,272.58969502719503,82.2548076923077,445.4623496240601,73.46782391334537,1
15,41.15833333333333,34.43333333333333,35.04166666666667,25.141666666666666,370.15,29.027777777777775,9.879411764705882,0.012569444444444446,0.006666666666666667,0.005729166666666667,0.008506944444444445,0.004791666666666667,0.00431712962962963,0.012954152249134949,0.4539703188259459,0.831170069324326,0.8148702211266243,0.8235207665566882,0.690844635822433,0.6892493148946883,0.9544687918404386,198.35416666666666,186.52083333333334,201.52777777777777,189.73611111111111,164.58333333333334,207.515,178.79736842105262,3.941666666666667,4.833333333333334,5.025,4.058333333333334,13.899999999999999,4.288888888888889,2.432352941176471,0.3083818326995731,0.14968825131281377,0.14066360027487856,0.20261324056032246,0.08643878168283864,0.18746231701178212,0.34733138861512564,0.11211353372561426,0.08164965809277261,0.0756912588524373,0.09223309842157773,0.06922186552431729,0.06570486762508262,0.11381630924052558,2.4899918050685996,-0.9452200524569646,-0.12020982566101623,-1.0101382578385856,-0.5599648182719453,-0.6587784805521292,0.7389046327206804,10.430730424970099,0.2875453444165359,-0.9203349063933732,0.3668546083863058,-0.4951903668777562,-0.29821780995471237,-0.8452805639253484,48.6638986013986,114.30725524475524,105.53768453768456,86.5592463092463,561.4475524475524,49.7742105263158,111.60263157894737,1
