,contrast-1,contrast-2,contrast-3,contrast-4,contrast-5,contrast-6,contrast-7,ASM-1,ASM-2,ASM-3,ASM-4,ASM-5,ASM-6,ASM-7,correlation-1,correlation-2,correlation-3,correlation-4,correlation-5,correlation-6,correlation-7,mean-1,mean-2,mean-3,mean-4,mean-5,mean-6,mean-7,dissimilarity-1,dissimilarity-2,dissimilarity-3,dissimilarity-4,dissimilarity-5,dissimilarity-6,dissimilarity-7,homogeneity-1,homogeneity-2,homogeneity-3,homogeneity-4,homogeneity-5,homogeneity-6,homogeneity-7,energy-1,energy-2,energy-3,energy-4,energy-5,energy-6,energy-7,skewness-1,skewness-2,skewness-3,skewness-4,skewness-5,skewness-6,skewness-7,kurtosis-1,kurtosis-2,kurtosis-3,kurtosis-4,kurtosis-5,kurtosis-6,kurtosis-7,variance-1,variance-2,variance-3,variance-4,variance-5,variance-6,variance-7,label
0,29.175,105.525,52.224999999999994,4481.070833333333,13.287500000000001,53.17500000000001,27.411764705882348,0.010000000000000002,0.009609375000000003,0.007109375000000002,0.0030642361111111105,0.008984375000000003,0.008281250000000002,0.004790465205690119,0.794982607779066,0.47492163009404387,0.867192640603196,0.24080904431180694,0.9064585302967555,0.48111668470885993,0.899488048525881,180.62,201.79,151.08,168.84558823529412,197.35,134.03,201.24221453287197,3.45,6.75,6.475000000000001,32.4125,3.1625,6.050000000000001,4.188235294117647,0.27136917853700826,0.1821173729817898,0.07426765870636497,0.11373565518424016,0.20750327137091845,0.11614882011829582,0.1926123692620546,0.1,0.09802741963348828,0.08431710977020027,0.055355542731610086,0.0947859430506444,0.09100137361600649,0.06921318664597173,0.7727942073821472,-2.6267658000010097,0.003596863843507649,-1.9052567502337676,-0.2238475404434626,0.4690022568112975,-1.3986731612011254,0.02926101181981622,7.59653423967065,-0.7317094521765264,2.413075528054465,-1.201448317255034,0.038911786720995156,1.4592655025265069,74.0359595959596,134.41000000000003,203.12484848484848,4269.953928803994,73.78535353535355,65.46373737373736,147.17029507881585,1
1,9.3,34.8125,37.362500000000004,31.520833333333332,9.15,32.4875,20.281512605042018,0.012109375000000004,0.0075000000000000015,0.007265625000000001,0.005286458333333334,0.010234375000000002,0.008671875,0.006373137490290235,0.9206397883727688,0.9087969030244593,0.9171559605215862,0.8817130537587003,0.924964442679036,0.6377823401469812,0.8899827742856836,181.67,193.55,149.26,198.5735294117647,199.97,137.35,204.3639705882353,2.275,4.5625,5.362500000000001,4.1625,2.6750000000000003,4.7875000000000005,3.508403361344538,0.3547720128229099,0.1820954855964234,0.12281129482381266,0.23914342809090644,0.22328580163874287,0.17801606659796546,0.2360974349817927,0.11004260538536882,0.08660254037844388,0.0852386356061616,0.07270803486089646,0.10116508785149154,0.09312290266094587,0.07983193277310925,0.8313095388267128,-0.2898377075228256,0.16701381129128692,-0.92754741155797,-0.29402218468020597,0.10793857978398923,-1.4478873089307018,-0.007503965084677766,-0.9900851486349778,-0.9450277859934508,-0.07380928777716944,-1.1485781073554369,-0.6952072706110872,1.8140776202393543,59.6778787878788,193.7045454545455,223.00242424242427,147.75103103972214,63.44353535353536,56.25000000000001,100.50541295854136,1
2,258.575,85.25,44.075,179.55416666666667,5.1875,34.9625,29.22321428571428,0.011484375000000002,0.008671875000000002,0.00875,0.0033506944444444443,0.03757812499999999,0.008671875000000002,0.008719308035714284,0.7764931542519757,0.6979143020081834,0.9399400166672414,0.7427337307222154,0.813733768328569,0.7521487329135648,0.7109819844680094,204.83,201.64,186.65,187.0808823529412,183.22,142.18,208.34375,10.475,6.025,5.6,8.3125,1.8125,5.0125,4.107142857142857,0.18770498775492642,0.226690059087292,0.19533336762730724,0.15592043459837723,0.39567154824507766,0.17911508786153654,0.2173188641316826,0.10716517624676405,0.09312290266094589,0.09354143466934854,0.057885183289374184,0.19385078024088526,0.09312290266094589,0.0933772351042495,-0.7535362676321322,-2.2882177935994705,-0.2661045610221529,-0.2705898323161687,0.7780967111287235,-0.0113403220527008,-1.639556421975703,-0.7893379642988081,5.797511040662556,-1.3131637743639757,-0.3753769132581555,1.649481544762116,-0.6165969457610911,2.601413118393987,602.021313131313,177.7882828282828,358.0883838383839,392.9454634252225,15.08242424242424,82.55313131313133,58.90098039215686,1
3,804.6375,4375.8875,41.25,7017.7958333333345,14.750000000000002,226.4875,27.504166666666666,0.0066406250000000016,0.010000000000000004,0.007890625000000002,0.04059027777777782,0.015156250000000005,0.0065625000000000015,0.005807291666666666,0.3338072866736167,0.38569441962281936,0.9475185623266771,0.5581416141759733,0.8583416367543429,0.48573333255280843,0.7030989691654833,196.19,190.43,171.41,140.6985294117647,188.98,138.62,206.64705882352942,19.8625,30.7125,5.425000000000001,40.279166666666676,3.0250000000000004,10.7375,4.1625000000000005,0.07182117986830122,0.16791918869563155,0.14945708960873366,0.260340663844573,0.2938170776449113,0.04761937620168904,0.19176500393787177,0.08149003006503312,0.10000000000000002,0.08882919002219936,0.20147029006227649,0.12311072252245132,0.08100925873009826,0.0762055881590495,-0.26544619346583065,-2.282601386873005,0.31664340171627964,-0.7968258383177189,0.614655337624044,-1.5118330453223223,-1.1724221358769102,-0.5241313521033972,4.028817997699499,-0.893883824902292,-1.1700939595647948,-0.6706838678493106,4.5948052625410885,1.6659567169971723,558.0342424242424,4402.550606060606,386.60797979797974,8443.716898198394,49.635959595959605,272.37939393939394,51.565009767744726,1
4,815.2875000000001,15995.237500000001,71.35000000000001,87.80000000000003,11.925,2165.9500000000003,67.19747899159665,0.006328125000000002,0.16937499999999997,0.007031250000000001,0.0036111111111111127,0.010546875,0.006718750000000002,0.004281124214391641,0.1401915513567157,0.2922145926226643,0.8748349232053707,0.7910300536440821,0.9189850198715992,0.3504851981575665,0.8207828751640255,197.39,94.73,161.96,196.05514705882354,193.63,141.57,200.2316176470588,14.3625,80.6875,7.325000000000001,6.716666666666668,2.95,28.825000000000003,6.382352941176472,0.052616976001557826,0.40036355433492943,0.1106908975129125,0.17263991747762675,0.23198257307080838,0.04897708122295094,0.14064785758062698,0.0795495128834866,0.41155194082885815,0.08385254915624211,0.06009252125773317,0.10269797953221865,0.08196798155377502,0.06543030043024134,-3.679048791405832,0.3266069865263515,0.24823663832537848,-1.054116975796518,0.4676659324315402,-1.1676362414968506,-1.2498913195884167,28.84531790813729,-1.6182211664955621,-0.6476816997894872,0.36746774525709514,-0.7867925216131382,2.938807361961593,0.6895908337908558,708.4019191919191,10734.037474747473,293.85696969696966,233.06336824397658,75.56878787878789,2452.2071717171716,209.60298187540698,1
5,853.1375,5339.662499999999,66.1375,4298.704166666666,9.275,1403.9875000000002,38.79607843137255,0.011015625000000003,0.008359374999999999,0.006796875000000001,0.005529513888888888,0.021249999999999998,0.007421875000000001,0.004536716647443291,0.1214249377624775,-0.19488451787762637,0.912902258362051,0.3808352072425667,0.8649626235833132,-0.027238302464903427,0.8758755898697431,216.03,195.01,161.08,167.62132352941177,183.41,150.96,201.75778546712803,11.787500000000001,41.212499999999984,7.4125,31.170833333333334,2.475,20.2875,4.850980392156862,0.23146811538182618,0.06879749419077993,0.08682918346297544,0.1515229807136446,0.29996826464473525,0.09083591507046695,0.18501790340363855,0.10495534764841667,0.0914296177395487,0.08244316223920575,0.07436070123989477,0.1457737973711325,0.0861503047005639,0.06735515308752027,-3.677400277892947,-2.307347060003072,0.23175083238191624,-1.62317946833751,0.7643133904117166,0.8466384589184229,-1.4369373505491674,15.892861628740356,5.761764013651629,-0.889499261592976,2.2434457460859107,0.6410783193601208,2.511579054506309,1.5431123191986558,733.019292929293,3223.444343434344,392.5793939393939,4080.302569459518,37.15343434343435,931.1498989898989,167.85779507881585,1
6,13484.462500000005,16860.149999999994,49.15,5512.770833333333,7.8500000000000005,626.0375,73.38392857142858,0.11992187500000011,0.020546874999999985,0.0075000000000000015,0.0028732638888888887,0.012656250000000003,0.006796875000000002,0.0041553730867346945,0.4876095394859464,-0.01314797176911726,0.9530102930403367,0.1725118555626088,0.8980581539273178,0.24824223072406287,0.8262307509925594,123.44,146.99,174.35,162.77205882352942,180.76,153.27,199.1796875,61.01250000000002,86.74999999999999,6.025,34.587500000000006,2.225,14.287500000000001,6.589285714285715,0.4079614349774382,0.12615396023662662,0.10464389561932677,0.07240772341552876,0.3362465451877216,0.08340746445476716,0.14934568548243116,0.3462973794298769,0.1433418117647464,0.08660254037844388,0.053602834709452526,0.11250000000000002,0.08244316223920575,0.06446218338479309,-0.14313217366874215,-0.7006836905853522,0.10935089311191136,-0.8382692763651262,0.4221266405332796,0.4488030249205138,-1.1291802049903343,-1.9546897977483217,-1.1751125432451068,-1.23129549426344,0.8062520188566671,-0.5835592776948269,1.8099523056701399,0.27273113708659436,13184.59232323232,9317.888787878786,526.3914141414141,3711.896190579553,40.02262626262627,548.1182828282829,232.96366421568626,1
7,6745.175000000001,7581.5,71.0125,8090.108333333335,9.975,13974.6375,44.43529411764706,0.010781250000000003,0.007968750000000002,0.006953125000000002,0.1395572916666665,0.023515625000000002,0.028671874999999986,0.0044213763936947325,0.1626314910669561,0.06862480883636306,0.9231541235122291,0.5845468674836567,0.7297754901628796,-0.027316962077633372,0.8567535367658634,197.98,182.94,169.41,106.20220588235294,182.94,105.96,201.28373702422147,41.975,45.45,7.6875,43.54166666666667,2.65,79.68750000000001,5.258823529411765,0.189198225978745,0.10894384154651356,0.047878176398436265,0.40615466268988953,0.27332805429864254,0.16815103697321326,0.1614278836303626,0.10383279828647594,0.08926785535678564,0.0833854004007896,0.37357367635670813,0.15334805182981623,0.16932771480180078,0.06649343120711047,-2.44068445202718,-1.885965387690492,0.24249906216443287,-0.0495644910510915,0.6282324575115427,-0.02016704281096459,-1.4000770581355353,5.047966733724564,2.1479801872954862,-0.9785202916397435,-1.7850076147494613,0.9913539222585643,-1.068301596402887,1.511065272483476,3812.7268686868683,5432.440808080808,468.34535353535364,9702.088113197307,20.299393939393944,6843.291313131313,168.41921376393694,1
8,13.8125,40.900000000000006,33.9,23.941666666666663,9.0125,32.625,31.23214285714286,0.011562500000000003,0.008359375000000002,0.007890625000000002,0.007074652777777778,0.011640625000000002,0.00796875,0.006417410714285716,0.7565941910267513,0.8682509834870809,0.9205902440488433,0.8214307449786461,0.9152621430538977,0.6895628902765387,0.9116666666666666,186.59,196.85,163.91,206.28308823529412,204.5,147.67,204.08984375,3.2125000000000004,4.6,4.925000000000001,3.658333333333333,2.4875000000000003,4.975,4.357142857142858,0.19336526232114468,0.2078376010213811,0.15619564239468964,0.27813048554838693,0.27599202030084385,0.14199979689577946,0.22033448682288465,0.10752906583803284,0.09142961773954872,0.08882919002219936,0.0841109551591098,0.10789172813520044,0.08926785535678562,0.08010874305770697,0.1685754488809059,-0.013138603405904599,-0.31264688244510797,-0.6880445013785729,-0.39300081948750326,0.1621708785218727,-1.0637760083855854,-0.8294494432396933,-1.228794979450408,-0.6426950080297607,-0.8163813373214652,-0.9921807754042073,-0.545670298181733,0.02212355362514007,33.1130303030303,151.9671717171717,228.62818181818182,72.38081994790537,52.73737373737374,63.96070707070707,188.48993566176472,1
9,1321.25,15966.325000000003,65.2625,2177.9875,10.725000000000001,2214.5125000000003,63.317647058823525,0.010000000000000002,0.07156250000000008,0.0075000000000000015,0.002708333333333333,0.0140625,0.007109375000000001,0.004090734332948865,0.12368534666348582,0.29939032627027523,0.9252094062314812,0.10212917999755196,0.8986220036333022,0.31946807622588674,0.7955992296651212,213.0,127.63,180.35,181.18014705882354,184.53,143.25,201.28719723183391,12.150000000000002,78.57500000000002,6.987500000000001,22.620833333333337,2.7250000000000005,28.637500000000003,6.031372549019608,0.18952204404752335,0.26928889795123223,0.10376019852320903,0.1143128271011658,0.2651190534425829,0.08074480479184828,0.1559984482884413,0.1,0.26751168198790887,0.08660254037844388,0.05204164998665332,0.11858541225631422,0.08431710977020027,0.06395884874627486,-5.035696618461834,-0.27940584818413045,0.01238379841475477,-2.014190628162075,0.47028547396074677,-1.2833125856467642,-1.3128714809108883,28.64402735995758,-1.764051867775927,-1.284550294307907,7.784478271212905,-0.2092260109685511,3.2291472026564643,1.1153796812666208,1155.3737373737374,11468.821313131313,437.1186868686869,1677.779235402648,57.30212121212121,2407.6641414141413,173.61514801999232,1
